transaction_id,date,period,account_name,account_type,subsidiary,department,debit,credit
TXN50472,2024-09-21,Sep 2024,Utilities,Expense,US Headquarters,Finance,3539.43,0.0
TXN50472,2024-09-21,Sep 2024,Inventory - Raw Materials,OthCurrAsset,US Headquarters,Finance,0.0,3539.43
TXN50473,2024-06-16,Jun 2024,Utilities,Expense,UK Operations,Operations,22891.63,0.0
TXN50473,2024-06-16,Jun 2024,Sales Tax Payable,OthCurrLiab,UK Operations,Operations,0.0,22891.63
TXN50474,2024-06-04,Jun 2024,Prepaid Expenses,OthCurrAsset,France SAS,Finance,18476.85,0.0
TXN50474,2024-06-04,Jun 2024,Prepaid Expenses,OthCurrAsset,France SAS,Finance,0.0,18476.85
TXN50475,2024-04-10,Apr 2024,Rent Expense,Expense,France SAS,Sales,418.26,0.0
TXN50475,2024-04-10,Apr 2024,Accrued Expenses,AcctPay,France SAS,Sales,0.0,418.26
TXN50476,2024-06-26,Jun 2024,Utilities,Expense,US Headquarters,Marketing,172.96,0.0
TXN50476,2024-06-26,Jun 2024,Cash - Payroll,Bank,US Headquarters,Marketing,0.0,172.96
TXN50477,2024-04-15,Apr 2024,Cash - Payroll,Bank,France SAS,Finance,24652.24,0.0
TXN50477,2024-04-15,Apr 2024,Consulting Revenue,Income,France SAS,Finance,0.0,24652.24
TXN50478,2024-02-17,Feb 2024,Office Supplies,Expense,US Headquarters,Sales,44874.64,0.0
TXN50478,2024-02-17,Feb 2024,Accounts Payable,AcctPay,US Headquarters,Sales,0.0,44874.64
TXN50479,2024-02-13,Feb 2024,Accounts Payable,AcctPay,UK Operations,Operations,6762.34,0.0
TXN50479,2024-02-13,Feb 2024,Inventory - Raw Materials,OthCurrAsset,UK Operations,Operations,0.0,6762.34
TXN50480,2024-10-17,Oct 2024,Accounts Receivable,AcctRec,US Headquarters,Finance,33155.95,0.0
TXN50480,2024-10-17,Oct 2024,Consulting Revenue,Income,US Headquarters,Finance,0.0,33155.95
TXN50481,2024-06-10,Jun 2024,Allowance for Doubtful Accounts,AcctRec,Japan KK,,41611.8,0.0
TXN50481,2024-06-10,Jun 2024,Consulting Revenue,Income,Japan KK,,0.0,41611.8
TXN50482,2024-04-29,Apr 2024,Accounts Payable,AcctPay,UK Operations,Sales,6891.98,0.0
TXN50482,2024-04-29,Apr 2024,Cash - Payroll,Bank,UK Operations,Sales,0.0,6891.98
TXN50483,2024-02-24,Feb 2024,Professional Fees,Expense,Germany GmbH,Finance,23356.15,0.0
TXN50483,2024-02-24,Feb 2024,Inventory - Finished Goods,OthCurrAsset,Germany GmbH,Finance,0.0,23356.15
TXN50484,2024-04-16,Apr 2024,Cash - Operating,Bank,Singapore Pte Ltd,Marketing,23221.0,0.0
TXN50484,2024-04-16,Apr 2024,Cash - Payroll,Bank,Singapore Pte Ltd,Marketing,0.0,23221.0
TXN50485,2024-12-17,Dec 2024,Prepaid Expenses,OthCurrAsset,Canada Inc,,34874.21,0.0
TXN50485,2024-12-17,Dec 2024,Consulting Revenue,Income,Canada Inc,,0.0,34874.21
TXN50486,2024-03-16,Mar 2024,Professional Fees,Expense,UK Operations,,12486.12,0.0
TXN50486,2024-03-16,Mar 2024,Cash - Operating,Bank,UK Operations,,0.0,12486.12
TXN50487,2024-12-12,Dec 2024,Allowance for Doubtful Accounts,AcctRec,Canada Inc,Marketing,41022.47,0.0
TXN50487,2024-12-12,Dec 2024,Interest Income,OthIncome,Canada Inc,Marketing,0.0,41022.47
TXN50488,2024-10-11,Oct 2024,Accrued Expenses,AcctPay,France SAS,Engineering,23155.96,0.0
TXN50488,2024-10-11,Oct 2024,Cash - Operating,Bank,France SAS,Engineering,0.0,23155.96
TXN50489,2024-01-07,Jan 2024,Sales Tax Payable,OthCurrLiab,US Headquarters,Sales,6622.69,0.0
TXN50489,2024-01-07,Jan 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Sales,0.0,6622.69
TXN50490,2024-11-18,Nov 2024,Cash - Operating,Bank,UK Operations,Operations,29347.33,0.0
TXN50490,2024-11-18,Nov 2024,Cash - Operating,Bank,UK Operations,Operations,0.0,29347.33
TXN50491,2024-02-03,Feb 2024,Prepaid Expenses,OthCurrAsset,France SAS,,22227.22,0.0
TXN50491,2024-02-03,Feb 2024,Consulting Revenue,Income,France SAS,,0.0,22227.22
TXN50492,2024-03-03,Mar 2024,Allowance for Doubtful Accounts,AcctRec,US Headquarters,Finance,2626.82,0.0
TXN50492,2024-03-03,Mar 2024,Prepaid Expenses,OthCurrAsset,US Headquarters,Finance,0.0,2626.82
TXN50493,2024-07-21,Jul 2024,Office Supplies,Expense,Singapore Pte Ltd,Engineering,19198.2,0.0
TXN50493,2024-07-21,Jul 2024,Allowance for Doubtful Accounts,AcctRec,Singapore Pte Ltd,Engineering,0.0,19198.2
TXN50494,2024-04-05,Apr 2024,Inventory - Raw Materials,OthCurrAsset,Canada Inc,Marketing,22355.97,0.0
TXN50494,2024-04-05,Apr 2024,Service Revenue,Income,Canada Inc,Marketing,0.0,22355.97
TXN50495,2024-11-27,Nov 2024,Cost of Goods Sold - Products,COGS,Canada Inc,Finance,20658.41,0.0
TXN50495,2024-11-27,Nov 2024,Cash - Payroll,Bank,Canada Inc,Finance,0.0,20658.41
TXN50496,2024-05-23,May 2024,Professional Fees,Expense,Japan KK,Sales,21019.82,0.0
TXN50496,2024-05-23,May 2024,Allowance for Doubtful Accounts,AcctRec,Japan KK,Sales,0.0,21019.82
TXN50497,2024-11-18,Nov 2024,Professional Fees,Expense,US Headquarters,Finance,39117.6,0.0
TXN50497,2024-11-18,Nov 2024,Accounts Payable,AcctPay,US Headquarters,Finance,0.0,39117.6
TXN50498,2024-06-25,Jun 2024,Inventory - Raw Materials,OthCurrAsset,Australia Pty Ltd,Finance,13594.74,0.0
TXN50498,2024-06-25,Jun 2024,Service Revenue,Income,Australia Pty Ltd,Finance,0.0,13594.74
TXN50499,2024-01-16,Jan 2024,Office Supplies,Expense,Canada Inc,Engineering,40451.83,0.0
TXN50499,2024-01-16,Jan 2024,Sales Tax Payable,OthCurrLiab,Canada Inc,Engineering,0.0,40451.83
TXN50500,2024-04-29,Apr 2024,Inventory - Raw Materials,OthCurrAsset,Germany GmbH,Engineering,12468.07,0.0
TXN50500,2024-04-29,Apr 2024,Product Sales,Income,Germany GmbH,Engineering,0.0,12468.07
TXN50501,2024-04-22,Apr 2024,Cash - Payroll,Bank,Japan KK,Marketing,46766.78,0.0
TXN50501,2024-04-22,Apr 2024,Cash - Payroll,Bank,Japan KK,Marketing,0.0,46766.78
TXN50502,2024-05-01,May 2024,Cash - Operating,Bank,Australia Pty Ltd,,34911.57,0.0
TXN50502,2024-05-01,May 2024,Inventory - Finished Goods,OthCurrAsset,Australia Pty Ltd,,0.0,34911.57
TXN50503,2024-12-24,Dec 2024,Rent Expense,Expense,Australia Pty Ltd,Operations,28223.96,0.0
TXN50503,2024-12-24,Dec 2024,Accounts Payable,AcctPay,Australia Pty Ltd,Operations,0.0,28223.96
TXN50504,2024-10-04,Oct 2024,Cash - Payroll,Bank,Canada Inc,Sales,24572.78,0.0
TXN50504,2024-10-04,Oct 2024,Service Revenue,Income,Canada Inc,Sales,0.0,24572.78
TXN50505,2024-01-11,Jan 2024,Salaries and Wages,Expense,Singapore Pte Ltd,Engineering,16653.53,0.0
TXN50505,2024-01-11,Jan 2024,Inventory - Finished Goods,OthCurrAsset,Singapore Pte Ltd,Engineering,0.0,16653.53
TXN50506,2024-03-31,Mar 2024,Salaries and Wages,Expense,Australia Pty Ltd,Engineering,1193.45,0.0
TXN50506,2024-03-31,Mar 2024,Cash - Payroll,Bank,Australia Pty Ltd,Engineering,0.0,1193.45
TXN50507,2024-09-26,Sep 2024,Allowance for Doubtful Accounts,AcctRec,Australia Pty Ltd,Engineering,18742.18,0.0
TXN50507,2024-09-26,Sep 2024,Inventory - Raw Materials,OthCurrAsset,Australia Pty Ltd,Engineering,0.0,18742.18
TXN50508,2024-02-21,Feb 2024,Inventory - Finished Goods,OthCurrAsset,Australia Pty Ltd,Marketing,16197.9,0.0
TXN50508,2024-02-21,Feb 2024,Allowance for Doubtful Accounts,AcctRec,Australia Pty Ltd,Marketing,0.0,16197.9
TXN50509,2024-11-23,Nov 2024,Short-term Loans,OthCurrLiab,Singapore Pte Ltd,,15932.44,0.0
TXN50509,2024-11-23,Nov 2024,Inventory - Finished Goods,OthCurrAsset,Singapore Pte Ltd,,0.0,15932.44
TXN50510,2024-11-10,Nov 2024,Payroll Liabilities,OthCurrLiab,Australia Pty Ltd,Sales,33310.03,0.0
TXN50510,2024-11-10,Nov 2024,Accounts Receivable,AcctRec,Australia Pty Ltd,Sales,0.0,33310.03
TXN50511,2024-12-18,Dec 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,Sales,8967.64,0.0
TXN50511,2024-12-18,Dec 2024,Interest Income,OthIncome,Canada Inc,Sales,0.0,8967.64
TXN50512,2024-10-17,Oct 2024,Inventory - Raw Materials,OthCurrAsset,US Headquarters,Sales,30159.19,0.0
TXN50512,2024-10-17,Oct 2024,Cash - Payroll,Bank,US Headquarters,Sales,0.0,30159.19
TXN50513,2024-11-23,Nov 2024,Accrued Expenses,AcctPay,UK Operations,Finance,7118.1,0.0
TXN50513,2024-11-23,Nov 2024,Accounts Receivable,AcctRec,UK Operations,Finance,0.0,7118.1
TXN50514,2024-06-12,Jun 2024,Inventory - Finished Goods,OthCurrAsset,Germany GmbH,,44277.48,0.0
TXN50514,2024-06-12,Jun 2024,Consulting Revenue,Income,Germany GmbH,,0.0,44277.48
TXN50515,2024-08-16,Aug 2024,Office Supplies,Expense,US Headquarters,Marketing,10563.25,0.0
TXN50515,2024-08-16,Aug 2024,Inventory - Raw Materials,OthCurrAsset,US Headquarters,Marketing,0.0,10563.25
TXN50516,2024-02-25,Feb 2024,Accrued Expenses,AcctPay,US Headquarters,Engineering,19358.26,0.0
TXN50516,2024-02-25,Feb 2024,Allowance for Doubtful Accounts,AcctRec,US Headquarters,Engineering,0.0,19358.26
TXN50517,2024-09-09,Sep 2024,Allowance for Doubtful Accounts,AcctRec,Japan KK,Marketing,27346.6,0.0
TXN50517,2024-09-09,Sep 2024,Service Revenue,Income,Japan KK,Marketing,0.0,27346.6
TXN50518,2024-03-24,Mar 2024,Cash - Operating,Bank,Singapore Pte Ltd,Engineering,39979.81,0.0
TXN50518,2024-03-24,Mar 2024,Consulting Revenue,Income,Singapore Pte Ltd,Engineering,0.0,39979.81
TXN50519,2024-05-13,May 2024,Cash - Payroll,Bank,UK Operations,Engineering,17156.23,0.0
TXN50519,2024-05-13,May 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,Engineering,0.0,17156.23
TXN50520,2024-02-08,Feb 2024,Travel and Entertainment,Expense,UK Operations,Marketing,29742.12,0.0
TXN50520,2024-02-08,Feb 2024,Short-term Loans,OthCurrLiab,UK Operations,Marketing,0.0,29742.12
TXN50521,2024-01-16,Jan 2024,Cash - Payroll,Bank,Japan KK,,8333.36,0.0
TXN50521,2024-01-16,Jan 2024,Cash - Operating,Bank,Japan KK,,0.0,8333.36
TXN50522,2024-02-21,Feb 2024,Professional Fees,Expense,Australia Pty Ltd,Sales,48722.48,0.0
TXN50522,2024-02-21,Feb 2024,Short-term Loans,OthCurrLiab,Australia Pty Ltd,Sales,0.0,48722.48
TXN50523,2024-10-03,Oct 2024,Cash - Operating,Bank,Canada Inc,,14148.0,0.0
TXN50523,2024-10-03,Oct 2024,Interest Income,OthIncome,Canada Inc,,0.0,14148.0
TXN50524,2024-10-19,Oct 2024,Cash - Operating,Bank,Singapore Pte Ltd,Sales,2819.79,0.0
TXN50524,2024-10-19,Oct 2024,Consulting Revenue,Income,Singapore Pte Ltd,Sales,0.0,2819.79
TXN50525,2024-12-04,Dec 2024,Inventory - Finished Goods,OthCurrAsset,Singapore Pte Ltd,Sales,4939.65,0.0
TXN50525,2024-12-04,Dec 2024,Consulting Revenue,Income,Singapore Pte Ltd,Sales,0.0,4939.65
TXN50526,2024-02-11,Feb 2024,Travel and Entertainment,Expense,Singapore Pte Ltd,Engineering,15486.83,0.0
TXN50526,2024-02-11,Feb 2024,Payroll Liabilities,OthCurrLiab,Singapore Pte Ltd,Engineering,0.0,15486.83
TXN50527,2024-05-15,May 2024,Allowance for Doubtful Accounts,AcctRec,UK Operations,,27251.89,0.0
TXN50527,2024-05-15,May 2024,Consulting Revenue,Income,UK Operations,,0.0,27251.89
TXN50528,2024-04-05,Apr 2024,Rent Expense,Expense,Singapore Pte Ltd,Engineering,13238.47,0.0
TXN50528,2024-04-05,Apr 2024,Inventory - Raw Materials,OthCurrAsset,Singapore Pte Ltd,Engineering,0.0,13238.47
TXN50529,2024-10-15,Oct 2024,Cost of Goods Sold - Services,COGS,US Headquarters,Sales,37636.53,0.0
TXN50529,2024-10-15,Oct 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Sales,0.0,37636.53
TXN50530,2024-06-25,Jun 2024,Allowance for Doubtful Accounts,AcctRec,Japan KK,Operations,11452.89,0.0
TXN50530,2024-06-25,Jun 2024,Interest Income,OthIncome,Japan KK,Operations,0.0,11452.89
TXN50531,2024-10-01,Oct 2024,Cost of Goods Sold - Services,COGS,Singapore Pte Ltd,Operations,44094.53,0.0
TXN50531,2024-10-01,Oct 2024,Prepaid Expenses,OthCurrAsset,Singapore Pte Ltd,Operations,0.0,44094.53
TXN50532,2024-12-31,Dec 2024,IT and Software,Expense,US Headquarters,Operations,28603.87,0.0
TXN50532,2024-12-31,Dec 2024,Payroll Liabilities,OthCurrLiab,US Headquarters,Operations,0.0,28603.87
TXN50533,2024-11-13,Nov 2024,Salaries and Wages,Expense,Germany GmbH,Engineering,47467.82,0.0
TXN50533,2024-11-13,Nov 2024,Allowance for Doubtful Accounts,AcctRec,Germany GmbH,Engineering,0.0,47467.82
TXN50534,2024-04-08,Apr 2024,Allowance for Doubtful Accounts,AcctRec,Germany GmbH,Engineering,21226.41,0.0
TXN50534,2024-04-08,Apr 2024,Cash - Payroll,Bank,Germany GmbH,Engineering,0.0,21226.41
TXN50535,2024-11-17,Nov 2024,Prepaid Expenses,OthCurrAsset,Germany GmbH,Operations,12968.53,0.0
TXN50535,2024-11-17,Nov 2024,Cash - Operating,Bank,Germany GmbH,Operations,0.0,12968.53
TXN50536,2024-02-14,Feb 2024,Accounts Receivable,AcctRec,Japan KK,Operations,19928.01,0.0
TXN50536,2024-02-14,Feb 2024,Interest Income,OthIncome,Japan KK,Operations,0.0,19928.01
TXN50537,2024-01-07,Jan 2024,Inventory - Raw Materials,OthCurrAsset,Japan KK,Engineering,20780.68,0.0
TXN50537,2024-01-07,Jan 2024,Product Sales,Income,Japan KK,Engineering,0.0,20780.68
TXN50538,2024-02-24,Feb 2024,Allowance for Doubtful Accounts,AcctRec,UK Operations,Marketing,43387.02,0.0
TXN50538,2024-02-24,Feb 2024,Accounts Receivable,AcctRec,UK Operations,Marketing,0.0,43387.02
TXN50539,2024-07-15,Jul 2024,Accounts Receivable,AcctRec,Singapore Pte Ltd,Operations,30487.21,0.0
TXN50539,2024-07-15,Jul 2024,Interest Income,OthIncome,Singapore Pte Ltd,Operations,0.0,30487.21
TXN50540,2024-03-14,Mar 2024,Inventory - Finished Goods,OthCurrAsset,Japan KK,Engineering,19850.06,0.0
TXN50540,2024-03-14,Mar 2024,Cash - Payroll,Bank,Japan KK,Engineering,0.0,19850.06
TXN50541,2024-01-26,Jan 2024,Prepaid Expenses,OthCurrAsset,Singapore Pte Ltd,Marketing,44861.86,0.0
TXN50541,2024-01-26,Jan 2024,Consulting Revenue,Income,Singapore Pte Ltd,Marketing,0.0,44861.86
TXN50542,2024-06-08,Jun 2024,Rent Expense,Expense,Canada Inc,Finance,42925.92,0.0
TXN50542,2024-06-08,Jun 2024,Accounts Receivable,AcctRec,Canada Inc,Finance,0.0,42925.92
TXN50543,2024-06-02,Jun 2024,Interest Expense,OthExpense,Singapore Pte Ltd,Marketing,13544.06,0.0
TXN50543,2024-06-02,Jun 2024,Cash - Payroll,Bank,Singapore Pte Ltd,Marketing,0.0,13544.06
TXN50544,2024-04-06,Apr 2024,Travel and Entertainment,Expense,Singapore Pte Ltd,Sales,45680.3,0.0
TXN50544,2024-04-06,Apr 2024,Accrued Expenses,AcctPay,Singapore Pte Ltd,Sales,0.0,45680.3
TXN50545,2024-07-10,Jul 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Operations,39595.37,0.0
TXN50545,2024-07-10,Jul 2024,Interest Income,OthIncome,US Headquarters,Operations,0.0,39595.37
TXN50546,2024-03-10,Mar 2024,Accounts Payable,AcctPay,US Headquarters,Sales,9718.9,0.0
TXN50546,2024-03-10,Mar 2024,Cash - Payroll,Bank,US Headquarters,Sales,0.0,9718.9
TXN50547,2024-01-17,Jan 2024,Sales Tax Payable,OthCurrLiab,Singapore Pte Ltd,Engineering,45909.75,0.0
TXN50547,2024-01-17,Jan 2024,Accounts Receivable,AcctRec,Singapore Pte Ltd,Engineering,0.0,45909.75
TXN50548,2024-08-25,Aug 2024,Rent Expense,Expense,Japan KK,,46161.37,0.0
TXN50548,2024-08-25,Aug 2024,Inventory - Finished Goods,OthCurrAsset,Japan KK,,0.0,46161.37
TXN50549,2024-09-07,Sep 2024,Professional Fees,Expense,Singapore Pte Ltd,Sales,48029.97,0.0
TXN50549,2024-09-07,Sep 2024,Inventory - Finished Goods,OthCurrAsset,Singapore Pte Ltd,Sales,0.0,48029.97
TXN50550,2024-06-25,Jun 2024,Utilities,Expense,Germany GmbH,Marketing,37473.16,0.0
TXN50550,2024-06-25,Jun 2024,Cash - Operating,Bank,Germany GmbH,Marketing,0.0,37473.16
TXN50551,2024-07-16,Jul 2024,Accrued Expenses,AcctPay,US Headquarters,Sales,42705.68,0.0
TXN50551,2024-07-16,Jul 2024,Prepaid Expenses,OthCurrAsset,US Headquarters,Sales,0.0,42705.68
TXN50552,2024-04-23,Apr 2024,Professional Fees,Expense,France SAS,,10415.88,0.0
TXN50552,2024-04-23,Apr 2024,Cash - Operating,Bank,France SAS,,0.0,10415.88
TXN50553,2024-12-15,Dec 2024,IT and Software,Expense,US Headquarters,Finance,45584.62,0.0
TXN50553,2024-12-15,Dec 2024,Cash - Operating,Bank,US Headquarters,Finance,0.0,45584.62
TXN50554,2024-04-24,Apr 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,Operations,40273.77,0.0
TXN50554,2024-04-24,Apr 2024,Consulting Revenue,Income,Canada Inc,Operations,0.0,40273.77
TXN50555,2024-08-04,Aug 2024,Accounts Receivable,AcctRec,Japan KK,Marketing,23004.0,0.0
TXN50555,2024-08-04,Aug 2024,Interest Income,OthIncome,Japan KK,Marketing,0.0,23004.0
TXN50556,2024-10-26,Oct 2024,Office Supplies,Expense,UK Operations,Engineering,25624.53,0.0
TXN50556,2024-10-26,Oct 2024,Accrued Expenses,AcctPay,UK Operations,Engineering,0.0,25624.53
TXN50557,2024-11-27,Nov 2024,Office Supplies,Expense,Canada Inc,Marketing,34252.22,0.0
TXN50557,2024-11-27,Nov 2024,Inventory - Raw Materials,OthCurrAsset,Canada Inc,Marketing,0.0,34252.22
TXN50558,2024-11-23,Nov 2024,Sales Tax Payable,OthCurrLiab,Australia Pty Ltd,Marketing,13131.23,0.0
TXN50558,2024-11-23,Nov 2024,Cash - Payroll,Bank,Australia Pty Ltd,Marketing,0.0,13131.23
TXN50559,2024-03-17,Mar 2024,Short-term Loans,OthCurrLiab,France SAS,Engineering,40290.95,0.0
TXN50559,2024-03-17,Mar 2024,Allowance for Doubtful Accounts,AcctRec,France SAS,Engineering,0.0,40290.95
TXN50560,2024-12-04,Dec 2024,Allowance for Doubtful Accounts,AcctRec,Australia Pty Ltd,,7082.48,0.0
TXN50560,2024-12-04,Dec 2024,Consulting Revenue,Income,Australia Pty Ltd,,0.0,7082.48
TXN50561,2024-05-12,May 2024,Inventory - Finished Goods,OthCurrAsset,Japan KK,Finance,19474.92,0.0
TXN50561,2024-05-12,May 2024,Service Revenue,Income,Japan KK,Finance,0.0,19474.92
TXN50562,2024-06-24,Jun 2024,Sales Tax Payable,OthCurrLiab,France SAS,,26778.29,0.0
TXN50562,2024-06-24,Jun 2024,Inventory - Raw Materials,OthCurrAsset,France SAS,,0.0,26778.29
TXN50563,2024-06-02,Jun 2024,Cash - Operating,Bank,Germany GmbH,,43837.09,0.0
TXN50563,2024-06-02,Jun 2024,Interest Income,OthIncome,Germany GmbH,,0.0,43837.09
TXN50564,2024-03-06,Mar 2024,Accrued Expenses,AcctPay,Canada Inc,,40436.36,0.0
TXN50564,2024-03-06,Mar 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,,0.0,40436.36
TXN50565,2024-06-20,Jun 2024,Sales Tax Payable,OthCurrLiab,UK Operations,Sales,17828.64,0.0
TXN50565,2024-06-20,Jun 2024,Allowance for Doubtful Accounts,AcctRec,UK Operations,Sales,0.0,17828.64
TXN50566,2024-06-18,Jun 2024,Cost of Goods Sold - Services,COGS,Australia Pty Ltd,Marketing,29319.98,0.0
TXN50566,2024-06-18,Jun 2024,Accounts Payable,AcctPay,Australia Pty Ltd,Marketing,0.0,29319.98
TXN50567,2024-01-28,Jan 2024,Interest Expense,OthExpense,UK Operations,Finance,44482.36,0.0
TXN50567,2024-01-28,Jan 2024,Prepaid Expenses,OthCurrAsset,UK Operations,Finance,0.0,44482.36
TXN50568,2024-09-28,Sep 2024,Cash - Payroll,Bank,Canada Inc,Finance,2797.69,0.0
TXN50568,2024-09-28,Sep 2024,Cash - Payroll,Bank,Canada Inc,Finance,0.0,2797.69
TXN50569,2024-06-24,Jun 2024,Cash - Payroll,Bank,Japan KK,Operations,44652.97,0.0
TXN50569,2024-06-24,Jun 2024,Accounts Receivable,AcctRec,Japan KK,Operations,0.0,44652.97
TXN50570,2024-04-02,Apr 2024,Accounts Receivable,AcctRec,UK Operations,Finance,16698.21,0.0
TXN50570,2024-04-02,Apr 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,Finance,0.0,16698.21
TXN50571,2024-01-30,Jan 2024,Accrued Expenses,AcctPay,US Headquarters,Finance,13749.04,0.0
TXN50571,2024-01-30,Jan 2024,Inventory - Raw Materials,OthCurrAsset,US Headquarters,Finance,0.0,13749.04
TXN50572,2024-03-22,Mar 2024,Marketing and Advertising,Expense,Singapore Pte Ltd,Engineering,6557.36,0.0
TXN50572,2024-03-22,Mar 2024,Prepaid Expenses,OthCurrAsset,Singapore Pte Ltd,Engineering,0.0,6557.36
TXN50573,2024-08-07,Aug 2024,Office Supplies,Expense,Singapore Pte Ltd,Finance,332.99,0.0
TXN50573,2024-08-07,Aug 2024,Cash - Operating,Bank,Singapore Pte Ltd,Finance,0.0,332.99
TXN50574,2024-06-13,Jun 2024,Rent Expense,Expense,France SAS,Engineering,33869.73,0.0
TXN50574,2024-06-13,Jun 2024,Allowance for Doubtful Accounts,AcctRec,France SAS,Engineering,0.0,33869.73
TXN50575,2024-12-21,Dec 2024,IT and Software,Expense,Australia Pty Ltd,Marketing,6533.65,0.0
TXN50575,2024-12-21,Dec 2024,Inventory - Raw Materials,OthCurrAsset,Australia Pty Ltd,Marketing,0.0,6533.65
TXN50576,2024-03-26,Mar 2024,Inventory - Finished Goods,OthCurrAsset,UK Operations,Engineering,14980.29,0.0
TXN50576,2024-03-26,Mar 2024,Consulting Revenue,Income,UK Operations,Engineering,0.0,14980.29
TXN50577,2024-08-10,Aug 2024,Rent Expense,Expense,Germany GmbH,Marketing,49807.33,0.0
TXN50577,2024-08-10,Aug 2024,Accounts Receivable,AcctRec,Germany GmbH,Marketing,0.0,49807.33
TXN50578,2024-07-25,Jul 2024,Cash - Payroll,Bank,US Headquarters,Sales,11293.64,0.0
TXN50578,2024-07-25,Jul 2024,Inventory - Finished Goods,OthCurrAsset,US Headquarters,Sales,0.0,11293.64
TXN50579,2024-01-12,Jan 2024,Cost of Goods Sold - Products,COGS,Germany GmbH,Engineering,18392.91,0.0
TXN50579,2024-01-12,Jan 2024,Prepaid Expenses,OthCurrAsset,Germany GmbH,Engineering,0.0,18392.91
TXN50580,2024-11-23,Nov 2024,Cost of Goods Sold - Products,COGS,Canada Inc,Operations,31194.43,0.0
TXN50580,2024-11-23,Nov 2024,Payroll Liabilities,OthCurrLiab,Canada Inc,Operations,0.0,31194.43
TXN50581,2024-02-25,Feb 2024,Marketing and Advertising,Expense,US Headquarters,Engineering,34518.51,0.0
TXN50581,2024-02-25,Feb 2024,Cash - Payroll,Bank,US Headquarters,Engineering,0.0,34518.51
TXN50582,2024-10-07,Oct 2024,Inventory - Finished Goods,OthCurrAsset,Canada Inc,Finance,35123.22,0.0
TXN50582,2024-10-07,Oct 2024,Product Sales,Income,Canada Inc,Finance,0.0,35123.22
TXN50583,2024-06-03,Jun 2024,IT and Software,Expense,Japan KK,,5138.89,0.0
TXN50583,2024-06-03,Jun 2024,Sales Tax Payable,OthCurrLiab,Japan KK,,0.0,5138.89
TXN50584,2024-12-24,Dec 2024,Inventory - Finished Goods,OthCurrAsset,Germany GmbH,Finance,41549.57,0.0
TXN50584,2024-12-24,Dec 2024,Product Sales,Income,Germany GmbH,Finance,0.0,41549.57
TXN50585,2024-05-24,May 2024,Utilities,Expense,UK Operations,Engineering,24937.18,0.0
TXN50585,2024-05-24,May 2024,Accrued Expenses,AcctPay,UK Operations,Engineering,0.0,24937.18
TXN50586,2024-04-13,Apr 2024,Inventory - Raw Materials,OthCurrAsset,Australia Pty Ltd,,20546.84,0.0
TXN50586,2024-04-13,Apr 2024,Interest Income,OthIncome,Australia Pty Ltd,,0.0,20546.84
TXN50587,2024-04-16,Apr 2024,Cash - Operating,Bank,Singapore Pte Ltd,Marketing,11801.81,0.0
TXN50587,2024-04-16,Apr 2024,Product Sales,Income,Singapore Pte Ltd,Marketing,0.0,11801.81
TXN50588,2024-10-20,Oct 2024,Accounts Payable,AcctPay,Singapore Pte Ltd,Sales,47477.36,0.0
TXN50588,2024-10-20,Oct 2024,Inventory - Finished Goods,OthCurrAsset,Singapore Pte Ltd,Sales,0.0,47477.36
TXN50589,2024-02-21,Feb 2024,Accounts Receivable,AcctRec,Canada Inc,,11634.9,0.0
TXN50589,2024-02-21,Feb 2024,Accounts Receivable,AcctRec,Canada Inc,,0.0,11634.9
TXN50590,2024-08-25,Aug 2024,Prepaid Expenses,OthCurrAsset,US Headquarters,Engineering,40677.6,0.0
TXN50590,2024-08-25,Aug 2024,Accounts Receivable,AcctRec,US Headquarters,Engineering,0.0,40677.6
TXN50591,2024-07-03,Jul 2024,Prepaid Expenses,OthCurrAsset,Australia Pty Ltd,Finance,36953.16,0.0
TXN50591,2024-07-03,Jul 2024,Product Sales,Income,Australia Pty Ltd,Finance,0.0,36953.16
TXN50592,2024-01-05,Jan 2024,Allowance for Doubtful Accounts,AcctRec,Germany GmbH,,32395.21,0.0
TXN50592,2024-01-05,Jan 2024,Consulting Revenue,Income,Germany GmbH,,0.0,32395.21
TXN50593,2024-02-17,Feb 2024,Travel and Entertainment,Expense,Australia Pty Ltd,Marketing,9225.18,0.0
TXN50593,2024-02-17,Feb 2024,Inventory - Raw Materials,OthCurrAsset,Australia Pty Ltd,Marketing,0.0,9225.18
TXN50594,2024-07-16,Jul 2024,Accounts Payable,AcctPay,Singapore Pte Ltd,Finance,32477.44,0.0
TXN50594,2024-07-16,Jul 2024,Cash - Payroll,Bank,Singapore Pte Ltd,Finance,0.0,32477.44
TXN50595,2024-12-22,Dec 2024,Allowance for Doubtful Accounts,AcctRec,US Headquarters,Sales,5275.28,0.0
TXN50595,2024-12-22,Dec 2024,Prepaid Expenses,OthCurrAsset,US Headquarters,Sales,0.0,5275.28
